ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
575863096,0,01MAY52,47,0,11,"$183,410",No,"$407,959",Yes,M,Masters,Lawyer,44,Private,"$1,500",4,Minivan,yes,$0,0,No,2,$0,17,0,Highly Urban/ Urban
643171611,0,28NOV39,59,3,18,"$69,483",No,"$255,868",Yes,M,Bachelors,z_Blue Collar,34,Commercial,"$14,350",1,Minivan,yes,$0,0,No,1,$0,12,0,z_Highly Rural/ Rural
33092467,0,26DEC61,37,1,11,"$55,341",No,"$180,901",Yes,z_F,Masters,Lawyer,46,Private,"$19,220",4,z_SUV,no,"$12,204",1,No,0,$0,17,0,Highly Urban/ Urban
458250012,0,02NOV58,41,0,10,"$130,607",No,"$319,354",Yes,z_F,Masters,Lawyer,31,Private,"$5,600",10,z_SUV,no,$0,0,No,3,$0,21,0,Highly Urban/ Urban
439757265,0,07AUG56,43,0,4,"$135,157",No,"$358,420",Yes,z_F,PhD,Doctor,31,Private,"$20,470",6,z_SUV,no,$0,0,No,0,$0,16,0,Highly Urban/ Urban
430670098,0,01APR69,30,2,11,"$132,463",Yes,"$362,176",z_No,M,Bachelors,Professional,38,Private,"$14,820",6,Minivan,yes,"$5,007",3,No,5,$0,11,0,Highly Urban/ Urban
880340839,0,02SEP53,46,0,10,"$107,872",No,"$324,375",Yes,z_F,Masters,Lawyer,35,Private,"$12,290",4,Sports Car,no,"$4,784",3,No,3,$0,11,0,Highly Urban/ Urban
64308498,0,14SEP43,56,0,14,"$13,692",No,"$134,847",Yes,z_F,z_High School,Home Maker,28,Private,"$35,620",1,z_SUV,no,$0,0,No,0,$0,9,0,Highly Urban/ Urban
528843888,0,22AUG56,43,0,9,"$215,536",No,"$525,566",Yes,M,PhD,,38,Commercial,"$36,390",6,Panel Truck,yes,$0,0,No,1,"$5,455",13,1,Highly Urban/ Urban
365563286,0,14DEC48,50,0,9,"$180,783",No,"$486,015",Yes,z_F,PhD,,42,Commercial,"$36,690",1,Van,no,$0,0,No,1,"$6,849",16,1,Highly Urban/ Urban
495504901,0,01FEB59,40,2,12,"$71,237",No,"$203,433",Yes,M,Bachelors,Clerical,25,Private,"$12,620",1,Minivan,yes,"$30,001",2,Yes,5,$0,13,0,Highly Urban/ Urban
851535496,0,04AUG50,49,0,6,"$45,551",No,"$239,831",z_No,M,Bachelors,Manager,34,Private,"$16,460",17,Van,no,"$5,545",2,No,2,$0,,0,Highly Urban/ Urban
559629694,0,11MAR59,40,0,12,"$74,117",No,"$252,030",Yes,z_F,Masters,,24,Commercial,"$28,620",1,Van,no,"$5,784",1,No,0,$0,,0,Highly Urban/ Urban
673625030,0,25DEC47,51,0,16,"$36,431",No,"$170,380",Yes,M,z_High School,Clerical,51,Commercial,"$18,050",6,Van,no,$0,0,No,1,$0,1,0,z_Highly Rural/ Rural
171651788,0,06OCT59,40,0,0,$0,No,$0,z_No,z_F,z_High School,Student,48,Commercial,"$8,690",10,z_SUV,no,$0,0,No,0,$0,10,0,z_Highly Rural/ Rural
937660052,0,16JUL61,38,0,11,"$71,263",No,"$193,720",Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,"$14,980",9,z_SUV,no,"$29,447",1,Yes,0,"$1,909",9,1,Highly Urban/ Urban
810479400,0,25JUN66,33,2,14,"$58,973",No,"$197,613",Yes,M,z_High School,z_Blue Collar,26,Commercial,"$10,580",1,Pickup,yes,$0,0,No,1,"$20,540",1,1,Highly Urban/ Urban
994894155,1,30JUL63,36,1,11,"$109,631",No,"$277,683",Yes,z_F,Bachelors,z_Blue Collar,15,Commercial,"$29,960",10,Minivan,no,$0,0,No,0,"$7,443",12,1,Highly Urban/ Urban
106952963,3,20JUL62,37,3,10,"$107,765",Yes,"$309,216",z_No,M,Masters,Manager,14,Commercial,"$24,440",4,Panel Truck,yes,"$5,818",1,No,1,$0,17,0,Highly Urban/ Urban
206064949,0,16MAR64,35,2,13,"$8,746",No,"$127,941",Yes,z_F,z_High School,z_Blue Collar,50,Commercial,"$5,370",1,z_SUV,no,$0,0,No,6,$962,1,1,Highly Urban/ Urban
422322006,0,27JUN73,26,0,9,"$53,982",No,"$152,641",Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,"$18,980",10,z_SUV,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
792318698,1,25OCT57,42,4,15,"$9,950",No,$0,Yes,z_F,z_High School,Student,37,Private,"$6,690",11,z_SUV,no,$0,0,Yes,0,$0,1,0,Highly Urban/ Urban
944417458,0,24SEP64,35,0,8,"$32,994",No,"$142,226",z_No,z_F,<High School,z_Blue Collar,26,Private,"$13,120",4,z_SUV,no,$0,0,No,3,$0,1,0,Highly Urban/ Urban
43560967,0,10FEB44,55,0,11,"$44,427",No,"$214,963",Yes,z_F,Bachelors,Manager,27,Private,"$15,890",10,z_SUV,no,$0,0,No,0,$0,11,0,Highly Urban/ Urban
202973016,0,08MAR51,48,0,10,"$87,020",No,"$286,631",Yes,M,Bachelors,z_Blue Collar,39,Private,"$15,790",4,Minivan,yes,$0,0,No,0,$0,,0,Highly Urban/ Urban
337358239,0,25JAN50,49,0,0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,52,Private,"$6,400",3,z_SUV,no,$0,0,No,5,"$4,439",9,1,Highly Urban/ Urban
384934557,0,20JAN62,37,1,9,"$6,478",No,"$114,124",Yes,z_F,z_High School,Student,43,Private,"$5,300",1,z_SUV,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
566117893,0,28MAR51,48,0,8,"$117,338",No,"$331,818",Yes,M,PhD,,12,Commercial,"$28,510",4,Panel Truck,yes,$0,0,Yes,0,$0,20,0,Highly Urban/ Urban
12233674,0,24DEC68,30,0,10,"$37,614",No,"$165,402",Yes,M,z_High School,z_Blue Collar,75,Commercial,"$16,170",6,Minivan,yes,$0,0,No,1,$0,1,0,z_Highly Rural/ Rural
61725370,0,15MAY44,55,0,13,"$74,385",No,,z_No,z_F,Bachelors,Professional,61,Private,"$12,520",9,z_SUV,no,"$8,533",1,Yes,7,"$2,203",12,1,z_Highly Rural/ Rural
533130158,0,12JAN56,43,4,14,,No,"$181,625",Yes,M,<High School,z_Blue Collar,30,Private,"$19,670",6,Van,yes,$0,0,No,0,$0,8,0,Highly Urban/ Urban
50542167,0,16APR37,62,0,9,"$133,130",No,"$342,825",Yes,M,Masters,,20,Commercial,"$33,010",6,Pickup,yes,$0,0,No,0,$0,20,0,Highly Urban/ Urban
519429084,0,24NOV56,42,0,7,"$2,763",No,$0,Yes,M,z_High School,Student,44,Commercial,"$7,230",4,Pickup,no,$0,0,No,0,$0,9,0,z_Highly Rural/ Rural
355004402,0,03NOV45,54,0,7,"$91,916",No,"$266,099",Yes,z_F,Bachelors,Professional,42,Private,"$16,090",1,z_SUV,no,$0,0,No,0,$0,9,0,z_Highly Rural/ Rural
435559869,0,14AUG52,47,0,8,"$76,134",No,"$218,823",Yes,M,Bachelors,Professional,22,Private,"$37,580",9,Minivan,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
271390150,0,02DEC62,36,1,4,"$75,587",Yes,$0,z_No,M,Bachelors,z_Blue Collar,36,Commercial,"$22,520",20,Van,no,"$3,753",1,No,2,$0,6,0,Highly Urban/ Urban
726538399,0,04NOV55,44,1,,"$48,088",No,"$131,782",Yes,z_F,z_High School,z_Blue Collar,31,Commercial,"$10,710",1,Minivan,no,"$3,647",2,No,2,$0,6,0,Highly Urban/ Urban
532990858,1,03MAY60,39,1,12,,Yes,$0,z_No,M,<High School,Clerical,40,Commercial,"$5,400",6,Pickup,yes,$0,0,No,4,"$6,255",1,1,Highly Urban/ Urban
244445585,0,01SEP51,48,0,11,"$136,008",No,$0,z_No,M,Masters,Lawyer,34,Private,"$30,280",10,Minivan,yes,$0,0,Yes,2,$0,11,0,Highly Urban/ Urban
603952631,0,03APR68,31,3,12,"$14,064",Yes,$0,z_No,M,<High School,Clerical,24,Private,"$12,470",10,Minivan,yes,"$9,237",2,No,2,$0,5,0,Highly Urban/ Urban
946040735,0,08APR59,40,0,11,"$83,999",No,"$224,899",Yes,z_F,Masters,Lawyer,28,Private,"$24,530",1,z_SUV,no,$0,0,No,0,$0,14,0,Highly Urban/ Urban
264240413,0,05NOV59,40,1,13,"$37,958",Yes,$0,z_No,M,Bachelors,Clerical,45,Private,"$13,890",4,Minivan,no,"$15,849",1,Yes,0,"$2,303",10,1,Highly Urban/ Urban
855884573,2,07DEC59,39,2,0,,No,"$99,103",Yes,z_F,z_High School,Home Maker,46,Private,"$13,840",6,z_SUV,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
889607442,0,07NOV66,33,1,11,"$13,812",No,,Yes,z_F,z_High School,Student,49,Private,"$4,800",1,z_SUV,no,$0,0,No,0,"$5,181",1,1,Highly Urban/ Urban
233104477,0,14AUG62,37,0,11,"$90,295",No,"$240,194",Yes,z_F,Bachelors,Manager,25,Private,"$14,890",12,z_SUV,no,$0,0,Yes,0,$0,14,0,Highly Urban/ Urban
762271373,0,08MAY48,51,0,14,"$121,900",No,"$392,573",Yes,M,Masters,Lawyer,56,Private,"$14,740",1,Minivan,no,"$5,519",1,No,4,$0,15,0,Highly Urban/ Urban
646644539,1,18NOV63,35,2,5,"$71,424",Yes,"$224,831",z_No,M,Masters,Lawyer,32,Private,"$18,390",11,Minivan,yes,$0,0,No,1,$0,21,0,Highly Urban/ Urban
884881408,0,19APR45,54,0,9,"$94,995",No,"$301,004",Yes,z_F,PhD,Clerical,42,Commercial,"$33,700",7,Minivan,yes,"$5,172",1,No,6,$0,10,0,z_Highly Rural/ Rural
91970915,1,14JUL63,36,2,9,"$21,873",Yes,"$118,100",z_No,M,<High School,Clerical,27,Private,"$7,290",6,Minivan,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
290532681,0,07MAR51,48,0,5,"$92,868",No,"$256,927",Yes,z_F,Masters,Manager,39,Private,"$15,590",7,z_SUV,no,$0,0,No,2,$0,9,0,Highly Urban/ Urban
604014833,0,28FEB46,53,0,10,"$185,291",No,"$475,137",Yes,z_F,PhD,Manager,49,Private,"$22,070",17,Pickup,no,$0,0,No,3,$0,12,0,Highly Urban/ Urban
297184888,0,28SEP61,38,0,12,"$97,821",No,"$268,333",Yes,M,Masters,Manager,39,Private,"$15,080",7,Minivan,no,$0,0,No,3,$0,10,0,Highly Urban/ Urban
946150116,0,28JUL51,48,0,15,"$24,503",No,"$141,398",z_No,M,<High School,z_Blue Collar,39,Commercial,"$20,350",1,Van,yes,$0,0,No,0,$0,8,0,z_Highly Rural/ Rural
75005626,0,24MAY58,41,0,9,"$18,939",No,$0,z_No,M,<High School,z_Blue Collar,50,Private,"$5,600",1,Minivan,no,"$41,669",3,Yes,1,"$2,553",1,1,Highly Urban/ Urban
438313427,0,20JUL55,44,0,13,"$102,872",No,"$345,288",z_No,M,Bachelors,Professional,38,Private,"$5,960",7,Pickup,yes,$0,0,Yes,1,$0,17,0,Highly Urban/ Urban
834417714,0,04MAY51,48,0,12,"$59,334",No,"$208,034",z_No,M,Bachelors,z_Blue Collar,50,Private,"$12,230",3,Minivan,yes,$0,0,No,3,$0,11,0,Highly Urban/ Urban
202517761,0,25SEP61,38,0,11,"$48,207",No,"$179,539",z_No,z_F,z_High School,Clerical,38,Private,"$10,120",3,z_SUV,no,"$1,842",3,No,4,"$22,180",8,1,Highly Urban/ Urban
170332960,0,31JUL67,32,2,0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,28,Private,"$10,120",1,z_SUV,no,"$3,928",2,No,1,"$2,398",8,1,Highly Urban/ Urban
339409075,0,15JUL54,45,0,10,"$96,708",No,"$272,829",Yes,z_F,Bachelors,z_Blue Collar,29,Commercial,"$7,880",4,z_SUV,no,"$4,148",2,No,7,$0,9,0,Highly Urban/ Urban
520479444,0,03OCT74,25,0,0,$0,No,,Yes,M,z_High School,Student,37,Private,"$4,000",1,Minivan,yes,"$4,920",1,No,3,$0,1,0,z_Highly Rural/ Rural
937101626,0,15MAR51,48,0,12,"$30,377",No,"$137,865",Yes,z_F,z_High School,z_Blue Collar,29,Commercial,"$6,300",1,z_SUV,no,$0,0,Yes,0,"$5,600",12,1,Highly Urban/ Urban
735675417,0,08SEP69,30,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,18,Private,"$1,500",10,Sports Car,no,$0,0,No,0,$0,7,0,z_Highly Rural/ Rural
581610822,0,14DEC52,46,0,10,"$134,752",No,$0,z_No,M,Masters,,30,Commercial,"$29,930",4,Panel Truck,no,"$3,722",2,No,1,$0,13,0,Highly Urban/ Urban
97502024,0,20APR63,36,3,15,"$7,585",No,"$75,925",Yes,M,<High School,Student,5,Private,"$15,500",1,Minivan,yes,"$6,826",2,No,7,$0,1,0,Highly Urban/ Urban
577375929,1,19NOV53,45,1,10,"$39,032",Yes,"$209,556",z_No,z_F,Bachelors,Manager,43,Private,"$10,520",1,Sports Car,no,$0,0,No,1,$0,11,0,Highly Urban/ Urban
427973991,1,11FEB58,41,2,15,"$44,224",No,"$158,126",Yes,z_F,Bachelors,Clerical,74,Private,"$11,710",4,Sports Car,no,$0,0,No,0,$0,11,0,z_Highly Rural/ Rural
656344335,0,09DEC55,43,0,7,"$83,550",No,$0,z_No,M,Bachelors,Professional,5,Commercial,"$24,950",1,Panel Truck,no,$0,0,No,0,$0,13,0,Highly Urban/ Urban
449092328,0,09NOV71,28,2,12,"$56,943",Yes,$0,z_No,M,z_High School,Clerical,60,Private,"$5,810",6,Minivan,no,$0,0,No,0,$0,10,0,z_Highly Rural/ Rural
53576888,0,29SEP50,49,0,6,"$8,252",No,"$98,860",z_No,M,<High School,Student,42,Private,"$6,400",6,Minivan,no,$0,0,No,0,$0,6,0,z_Highly Rural/ Rural
535896650,0,17NOV69,30,2,12,"$106,722",Yes,$0,z_No,z_F,Bachelors,Manager,43,Private,"$26,520",7,Sports Car,no,$0,0,No,0,"$3,282",13,1,Highly Urban/ Urban
44950663,2,15OCT56,43,3,14,"$12,284",No,"$100,519",Yes,z_F,z_High School,Clerical,43,Private,"$26,710",17,Pickup,no,$0,0,No,0,"$3,337",7,1,Highly Urban/ Urban
660436395,0,26SEP47,52,0,13,"$92,182",No,"$286,479",Yes,z_F,z_High School,z_Blue Collar,55,Commercial,"$20,160",1,Minivan,no,"$7,888",2,No,0,$0,1,0,Highly Urban/ Urban
685516044,0,10AUG64,35,2,10,"$49,299",No,"$162,024",Yes,M,z_High School,z_Blue Collar,54,Private,"$9,210",10,Pickup,no,$0,0,No,0,$0,7,0,Highly Urban/ Urban
112320676,0,09APR55,44,0,12,"$87,190",No,"$260,524",Yes,M,Masters,,36,Commercial,"$24,900",3,Panel Truck,yes,$0,0,No,0,$0,12,0,Highly Urban/ Urban
734265621,0,12SEP47,52,0,14,"$284,898",No,"$645,241",Yes,M,PhD,Manager,33,Commercial,"$35,190",3,Panel Truck,yes,$0,0,No,0,$0,19,0,Highly Urban/ Urban
299869772,2,19MAY57,42,2,8,"$57,379",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$9,420",6,Sports Car,no,"$5,858",2,No,2,"$20,433",1,1,Highly Urban/ Urban
157607694,0,30AUG58,41,2,13,,Yes,$0,z_No,z_F,z_High School,Clerical,35,Private,"$11,830",4,z_SUV,no,"$7,645",2,No,1,"$6,075",1,1,Highly Urban/ Urban
989828809,0,20JUN53,46,0,5,"$40,264",No,"$116,913",Yes,z_F,Masters,Professional,5,Private,"$17,940",6,Minivan,no,$0,0,No,0,$0,10,0,Highly Urban/ Urban
351272937,0,02AUG75,24,4,,$0,Yes,$0,z_No,M,z_High School,Student,58,Commercial,"$3,900",14,Minivan,yes,$0,0,No,3,$0,6,0,z_Highly Rural/ Rural
509427828,1,18AUG57,42,2,9,"$44,661",No,,Yes,z_F,Masters,Lawyer,51,Private,"$25,750",1,z_SUV,no,"$7,637",2,No,3,"$3,753",9,1,Highly Urban/ Urban
693292141,0,25FEB54,45,0,,"$78,796",No,"$236,707",Yes,M,Masters,Lawyer,24,Private,"$15,950",7,Minivan,no,$0,0,No,0,$0,15,0,Highly Urban/ Urban
450344267,0,12NOV76,23,3,10,"$27,239",Yes,$0,z_No,M,z_High School,Clerical,53,Private,"$6,520",3,Pickup,yes,$0,0,No,5,"$2,804",1,1,Highly Urban/ Urban
137281356,0,17JUL52,47,0,7,"$28,654",No,"$144,131",z_No,M,z_High School,Professional,22,Private,"$10,990",1,Pickup,yes,$0,0,No,2,$0,8,0,z_Highly Rural/ Rural
241830346,0,14AUG62,37,2,9,$591,No,$0,Yes,z_F,<High School,Student,42,Private,"$11,370",1,Sports Car,no,$0,0,No,4,$0,5,0,z_Highly Rural/ Rural
179378595,0,09SEP54,45,2,6,"$131,148",Yes,$0,z_No,M,Bachelors,Professional,19,Private,"$28,400",7,Minivan,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
405093473,0,18MAR34,65,0,0,$0,No,"$110,627",Yes,z_F,PhD,Home Maker,43,Private,"$16,830",6,z_SUV,no,$0,0,No,0,$0,13,0,z_Highly Rural/ Rural
508605858,0,11DEC53,45,3,14,"$227,092",Yes,"$544,976",z_No,M,PhD,Manager,11,Commercial,"$31,370",1,Panel Truck,yes,$0,0,No,0,$0,20,0,Highly Urban/ Urban
669242372,0,20NOV53,45,2,13,"$103,093",No,"$323,805",Yes,M,Masters,Professional,31,Private,"$14,830",6,Minivan,yes,$0,0,No,0,$0,16,0,Highly Urban/ Urban
141677056,0,09JUL54,45,1,15,"$91,898",No,"$318,207",Yes,M,Masters,Lawyer,47,Private,"$16,190",14,Minivan,yes,$0,0,No,2,$0,11,0,Highly Urban/ Urban
61970712,0,17JUN54,45,0,9,"$107,537",No,"$295,463",Yes,M,Masters,Lawyer,30,Private,"$16,820",4,Van,yes,$0,0,No,0,$0,12,0,Highly Urban/ Urban
550890153,0,26JUL44,55,0,12,"$87,793",No,"$285,139",Yes,M,Masters,Manager,60,Commercial,"$38,340",4,Panel Truck,no,$0,0,No,0,$0,16,0,Highly Urban/ Urban
386767475,1,14JAN57,42,3,13,"$42,891",No,"$197,173",Yes,z_F,z_High School,Clerical,26,Private,"$22,150",15,z_SUV,no,"$3,790",2,No,0,"$2,088",6,1,Highly Urban/ Urban
535150620,0,22AUG56,43,0,12,"$66,101",No,"$247,991",Yes,z_F,Masters,Lawyer,42,Private,"$12,410",1,z_SUV,no,$0,0,No,0,"$2,479",14,1,Highly Urban/ Urban
437754829,2,23JAN63,36,3,6,"$26,011",No,"$133,863",Yes,M,<High School,z_Blue Collar,41,Private,"$18,290",6,Minivan,no,$0,0,Yes,0,$0,1,0,Highly Urban/ Urban
847570626,0,15AUG45,54,0,16,"$19,394",No,"$158,811",Yes,M,Masters,Manager,51,Private,"$11,550",10,Pickup,yes,$0,0,No,0,$0,9,0,Highly Urban/ Urban
65565555,0,07FEB50,49,0,16,"$70,497",No,"$198,019",Yes,z_F,Bachelors,Professional,5,Private,"$6,400",4,z_SUV,no,$0,0,No,3,$0,11,0,Highly Urban/ Urban
988703393,0,04DEC72,26,3,11,"$28,726",No,"$119,210",Yes,M,z_High School,Clerical,40,Private,"$17,370",1,Van,no,"$7,081",3,No,0,"$4,544",9,1,z_Highly Rural/ Rural
474290004,0,12NOV69,30,0,11,"$112,687",No,"$292,964",z_No,M,z_High School,Manager,24,Private,"$12,770",1,Minivan,yes,$0,0,No,0,"$9,863",1,1,Highly Urban/ Urban
536804471,0,14APR60,39,0,11,"$107,949",No,"$273,486",z_No,z_F,Bachelors,Professional,49,Private,"$7,330",10,z_SUV,no,"$8,043",2,No,6,$0,11,0,Highly Urban/ Urban
197143019,1,17OCT47,52,1,12,"$50,726",Yes,"$220,288",z_No,M,Bachelors,Manager,12,Private,"$1,500",7,Minivan,no,$0,0,No,0,"$3,971",10,1,Highly Urban/ Urban
736936242,0,13NOV40,59,0,13,"$83,937",No,"$243,854",Yes,M,Bachelors,z_Blue Collar,52,Commercial,"$28,250",4,Sports Car,yes,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
467907264,0,17DEC65,33,2,14,"$54,109",No,"$198,173",Yes,z_F,z_High School,z_Blue Collar,28,Commercial,"$8,700",4,z_SUV,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
181829322,0,12MAR54,45,2,16,"$63,479",No,"$218,781",Yes,z_F,Bachelors,Professional,23,Private,"$24,510",1,Minivan,no,$0,0,No,0,$0,14,0,Highly Urban/ Urban
234713782,0,21AUG54,45,3,16,"$32,959",No,"$124,867",Yes,M,<High School,z_Blue Collar,32,Commercial,"$18,400",6,Van,no,$0,0,No,1,$0,2,0,z_Highly Rural/ Rural
111008804,0,01SEP60,39,0,10,"$106,944",No,$0,z_No,z_F,Bachelors,z_Blue Collar,21,Private,"$19,960",10,z_SUV,no,$0,0,No,0,$0,12,0,Highly Urban/ Urban
363221604,0,12JAN55,44,0,6,"$84,736",No,"$222,348",Yes,z_F,Masters,Lawyer,10,Private,"$7,930",11,z_SUV,no,"$2,772",2,No,3,$0,17,0,Highly Urban/ Urban
304736924,0,29NOV42,56,0,14,"$63,535",No,$0,z_No,z_F,z_High School,z_Blue Collar,51,Commercial,"$13,450",11,Sports Car,no,"$30,094",4,Yes,1,"$2,160",4,1,Highly Urban/ Urban
528286303,0,02FEB59,40,0,11,"$4,404",No,$0,z_No,z_F,Masters,Home Maker,54,Private,"$10,400",4,Minivan,no,"$21,205",2,No,1,$0,17,0,Highly Urban/ Urban
109104767,0,26JUL49,50,0,7,"$62,069",No,"$227,214",Yes,M,Bachelors,Manager,30,Private,"$12,710",10,Minivan,no,$0,0,No,0,$0,6,0,Highly Urban/ Urban
524414536,0,29NOV67,31,1,10,"$26,119",No,$0,Yes,z_F,Bachelors,Student,47,Private,"$7,210",4,z_SUV,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
396881068,0,23OCT42,57,0,7,"$93,870",No,"$302,628",Yes,M,Masters,Manager,16,Private,"$16,870",11,Van,yes,$0,0,No,0,$0,14,0,Highly Urban/ Urban
147215888,0,22MAY42,57,0,10,"$216,985",No,$0,z_No,z_F,PhD,,40,Commercial,"$20,590",1,Pickup,no,$0,0,No,5,"$1,645",13,1,Highly Urban/ Urban
742200775,0,27OCT48,51,0,11,"$54,920",No,$0,z_No,z_F,Masters,Lawyer,31,Private,"$33,400",6,Minivan,no,$0,0,No,1,$0,10,0,Highly Urban/ Urban
994001102,0,02FEB50,49,0,13,"$66,196",No,"$229,425",Yes,M,Bachelors,Professional,17,Private,"$8,550",4,Pickup,yes,"$28,274",2,No,0,$0,11,0,Highly Urban/ Urban
738003591,0,14MAY52,47,0,11,"$77,501",No,"$223,491",Yes,M,z_High School,Professional,66,Private,"$21,030",4,Minivan,yes,"$8,657",2,No,2,$0,12,0,Highly Urban/ Urban
403517745,0,10MAY61,38,2,15,"$136,334",Yes,"$340,085",z_No,z_F,Bachelors,Manager,23,Private,"$21,130",13,Minivan,no,$0,0,No,0,$0,12,0,Highly Urban/ Urban
335505768,0,03SEP29,70,0,14,"$12,280",No,$0,z_No,z_F,z_High School,Manager,18,Private,"$27,040",10,z_SUV,no,"$2,080",1,No,3,$0,6,0,Highly Urban/ Urban
64132133,0,07MAR46,53,0,12,"$176,037",No,"$496,550",Yes,z_F,Masters,Lawyer,18,Private,"$41,180",1,Minivan,no,$0,0,No,0,$0,16,0,Highly Urban/ Urban
866100928,0,08AUG41,58,0,13,"$103,555",No,"$322,978",z_No,z_F,Masters,Lawyer,49,Private,"$30,580",1,Sports Car,no,$0,0,No,0,"$6,418",17,1,z_Highly Rural/ Rural
8649966,0,16NOV60,39,0,13,,No,"$90,212",Yes,M,z_High School,Clerical,7,Commercial,"$5,480",1,Pickup,yes,"$2,904",2,No,1,"$1,185",1,1,Highly Urban/ Urban
3246903,0,01DEC66,32,5,0,$0,No,$0,Yes,M,<High School,Student,24,Private,"$4,700",4,Minivan,yes,$0,0,No,0,$0,8,0,Highly Urban/ Urban
387139563,0,16OCT62,37,1,9,"$67,175",Yes,$0,z_No,z_F,PhD,Lawyer,40,Private,"$23,340",9,Pickup,no,$0,0,No,5,$0,22,0,Highly Urban/ Urban
302381933,0,01OCT51,48,0,9,"$40,408",No,$0,z_No,z_F,z_High School,Clerical,24,Private,"$5,540",4,Sports Car,no,$0,0,Yes,1,"$4,456",1,1,Highly Urban/ Urban
541831702,0,12MAY62,37,0,11,"$24,447",No,"$143,909",Yes,z_F,Masters,Lawyer,25,Private,"$19,720",4,z_SUV,no,$0,0,Yes,3,$0,13,0,Highly Urban/ Urban
573494104,0,24SEP55,44,1,16,"$35,794",No,"$87,721",Yes,z_F,PhD,Manager,40,Private,"$13,050",6,Sports Car,no,"$45,337",1,Yes,3,$0,18,0,Highly Urban/ Urban
114135074,0,19MAR52,47,0,12,"$143,716",No,"$379,399",Yes,z_F,PhD,Manager,23,Commercial,"$38,120",1,Panel Truck,no,$0,0,No,2,$0,16,0,Highly Urban/ Urban
400710320,0,16JUL54,45,2,13,"$72,727",No,"$246,002",Yes,z_F,Bachelors,Professional,24,Private,"$13,210",10,z_SUV,no,$0,0,No,2,$0,10,0,Highly Urban/ Urban
232648329,0,14JAN45,54,0,12,,No,"$296,150",Yes,M,PhD,Manager,22,Commercial,"$25,520",10,Panel Truck,no,$0,0,No,1,$0,14,0,Highly Urban/ Urban
745121955,0,20OCT49,50,0,12,"$227,493",No,"$559,830",z_No,z_F,PhD,,50,Commercial,"$6,500",1,Pickup,no,$0,0,No,3,$0,16,0,Highly Urban/ Urban
872661512,0,31AUG52,47,0,11,"$63,239",No,"$227,786",Yes,z_F,<High School,Clerical,22,Private,"$7,820",17,z_SUV,no,"$8,752",2,No,0,$0,1,0,Highly Urban/ Urban
570595259,0,10JUN60,39,2,13,"$26,840",Yes,"$143,884",z_No,M,Masters,Lawyer,26,Private,"$21,950",1,Van,no,"$5,477",3,No,4,$0,9,0,Highly Urban/ Urban
93202709,0,06NOV68,31,2,7,"$35,053",Yes,"$125,625",z_No,M,z_High School,z_Blue Collar,28,Commercial,"$12,860",10,Minivan,yes,$0,0,Yes,1,"$3,920",1,1,Highly Urban/ Urban
138657379,0,17SEP59,40,0,11,"$87,967",No,"$260,892",Yes,M,Masters,Professional,49,Private,"$14,300",10,Minivan,yes,$0,0,Yes,0,$0,11,0,Highly Urban/ Urban
599662759,0,20MAR61,38,2,9,"$100,355",Yes,$0,z_No,M,Masters,,36,Commercial,"$28,670",1,Panel Truck,yes,$0,0,No,1,$0,17,0,z_Highly Rural/ Rural
422155941,0,08AUG48,51,0,0,$0,No,"$100,658",Yes,z_F,z_High School,Home Maker,30,Private,"$11,750",7,Sports Car,no,$0,0,No,3,"$4,025",,1,Highly Urban/ Urban
642590788,0,19JAN58,41,2,9,,No,"$448,442",Yes,M,PhD,Doctor,26,Private,"$11,740",1,Pickup,no,$0,0,No,1,$0,20,0,Highly Urban/ Urban
527670758,0,10FEB41,58,0,13,"$86,647",No,"$310,620",Yes,M,Bachelors,Professional,88,Private,"$22,420",4,Van,yes,$0,0,No,0,$0,1,0,Highly Urban/ Urban
858295286,0,15NOV45,54,0,,"$70,008",No,$0,z_No,z_F,Masters,Lawyer,18,Private,"$15,480",6,z_SUV,no,$0,0,No,0,$0,14,0,z_Highly Rural/ Rural
