rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,h_X_1_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_sigma.01,0.713244865617312,0.653677301867114,0.644562378249231,0.670494848577885,0.452187621489749,0.35803278154978,0.252938331216335,0.354386244751955,0.208108238145542,0.24614862312342,0.258731488786337,0.237662783351766,0.262471874498488,0.433004978824233,0.505769088188742,0.412373287096291,0.1,0.1,0.1,0.1,0.1,0.1,,5.96500000000015,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
empirical_AIC_each_k,0.572241162514585,0.490205942898004,0.467518555072696,0.509988553495095,0.633261041261736,0.608783451237296,0.288323233639609,0.510122575379547,0.310439560958212,0.362335780786766,0.387605893598243,0.353460411781074,0.336171813682081,0.521634136709006,0.640194422669467,0.514052823770648,0.0281732411678317,0.0281732411678317,0.0281732411678317,0.0771874948657489,0.0771874948657489,0.0771874948657489,,3447.672,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
empirical_AIC_full,0.520177199174812,0.558258639873348,0.494592727319186,0.524342855455782,0.606817075404277,0.403604335238628,0.312060312163774,0.44082724093556,0.348224201518665,0.313967372505629,0.367897960435489,0.343363178153261,0.43708853414017,0.423103412627855,0.581873093160519,0.484903358184426,0.019208,0.133073167698294,0.0384445669778688,0.0751752475724765,0.0925911261046796,0.0586481212977632,,2716.105,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
empirical_independence,0,0,0,0,1.63254297043416,0.96269838287735,0.674999845903527,1.09008039973834,0.725735002421305,0.710749322670649,0.727923756387717,0.721469360493224,0.749657265244032,0.786932939032903,0.781017699532165,0.770158413505387,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.09300000000076,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
Gaussian,0.597888966747696,0.607128966003143,0.563993929501172,0.589670620750671,0.884931774225128,0.384416679478946,0.307825385156682,0.525724612953585,0.291826051690994,0.279232821310183,0.317379176645354,0.296146016548844,0.422773116247107,0.319854948903634,0.393949551411068,0.380386049774929,,,,,,,,4.60199999999895,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
copula,0.402666916973505,0.414011917271482,0.363337143083318,0.393338659109435,1.21972499602996,0.600676372599746,0.400270451885911,0.740223940171873,0.433505526456559,0.416490632892366,0.463442018359327,0.437812725902751,0.425877411483541,0.443765674769493,0.50178514111948,0.45716775208264,,,,,,,,10.1640000000007,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1238,mBUrT,2019-01-18T20:07:07.089025Z
empirical_sigma.01,0.817809184759002,0.81076276671895,0.817426112119128,0.815332687865693,0.110256080804985,0.110778787688679,0.192540095809107,0.137858321434257,0.247317730528984,0.250796450043715,0.24998662544835,0.24936693534035,0.528871347195486,0.316642559426849,0.422439645481236,0.429997692497329,0.1,0.1,0.1,0.1,0.1,0.1,,4.9310000000005,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
empirical_AIC_each_k,0.639863899017907,0.616603942749044,0.621627321513131,0.62603172109336,0.256473305913772,0.196472377960117,0.357256788479897,0.270067490784596,0.488872301595616,0.50811549319415,0.518081255510666,0.505023016766811,0.898649828135592,0.884790312794392,0.747885004681519,0.843765398798363,0.0136421517631259,0.0136421517631259,0.0136421517631259,0.0585408183243816,0.0585408183243816,0.0585408183243816,,3309.255,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
empirical_AIC_full,0.645454542593749,0.707812066295744,0.671393138692136,0.67488658252721,0.348917889428386,0.165074262291978,0.3530607145919,0.289017622104088,0.481283196296621,0.387237200883206,0.449940138269538,0.439486845149789,0.699462061140272,0.461924831397166,0.646533530365345,0.610391422486155,0.0105980235787814,0.0938506148596324,0.0262565383133824,0.0573725431308929,0.0693119510837781,0.0515803295433992,,3149.165,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
empirical_independence,0,0,0,0,0.924673953069665,0.576635194790801,1.3172229588596,0.93951070224002,1.35746541449874,1.32530182192656,1.36923537286703,1.35066753643078,1.34546514020407,1.27756450530922,1.30231009777149,1.3044955589928,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.21999999999753,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
Gaussian,0.904401811868872,0.904993350203924,0.90376942099517,0.904388194355989,0.0871712154502959,0.0485020885219383,0.0803511153250027,0.0720081397657456,0.12977123407675,0.125912486069878,0.131762312724889,0.129148677623839,0.163479669141163,0.116589140347064,0.148841370229203,0.14384280616594,,,,,,,,4.33399999999892,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
copula,0.761921703810762,0.793509429838255,0.752945004128728,0.769458712592581,0.222428490802802,0.114705934408857,0.116927629545071,0.151354018252243,0.323183053019677,0.273662328846015,0.338276439390465,0.311707273752052,0.317340773001762,0.294962902153492,0.349570925841524,0.321521291281654,,,,,,,,9.87900000000081,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1238,1fP0B,2019-01-18T20:44:45.562879Z
empirical_sigma.01,0.518252706326956,0.57408520337089,0.537675150615547,0.543337686771131,0.215479945277984,0.224554543813749,0.21157181743428,0.217202102175338,0.1459621537835,0.152931780647908,0.150031015660584,0.149641650030664,0.19973368642457,0.195084609936827,0.178439526240862,0.190685094866943,0.1,0.1,0.1,0.1,0.1,0.1,,4.90300000000207,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
empirical_AIC_each_k,0.354804746658102,0.381206340083625,0.339871896278769,0.358627661006832,0.288204975787266,0.324923397666647,0.30076800777701,0.304632127076974,0.195484416883074,0.222188139537811,0.214220996338948,0.210631184253278,0.28517987047115,0.32098122507073,0.280842956185045,0.295435087134012,0.0559597380408981,0.0559597380408981,0.0559597380408981,0.0678672757172075,0.0678672757172075,0.0678672757172075,,2747.556,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
empirical_AIC_full,0.330420326165322,0.433779324544197,0.437810775099274,0.400670141936264,0.294285392062975,0.293498624436211,0.293363188746216,0.2937157350818,0.202872527995753,0.2033109364184,0.182438431586776,0.196207298666977,0.299866127760914,0.291310780256152,0.247329654652291,0.279678838603842,0.0431554613789942,0.0725597034888951,0.106106652501462,0.070788728301455,0.0697020721000324,0.0650654987373121,,2255.186,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
empirical_independence,0,0,0,0,0.364971156483395,0.288190189391447,0.325696802918467,0.326286049597769,0.302984896231846,0.359066606415841,0.324514280078905,0.328855260908864,0.352503849227352,0.440243076250088,0.399358034412467,0.39831795888234,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.98500000000058,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
Gaussian,0.370996659289493,0.331849193116023,0.250774349808567,0.317873400738027,0.304385436811054,0.279901819553496,0.474142923366999,0.352810059910516,0.190578511914657,0.239910642801836,0.243134422488522,0.224541192401672,0.21960793108814,0.23944583394745,0.257860553032899,0.239891884317469,,,,,,,,4.57999999999811,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
copula,0.23556496539227,0.197679264398848,0.129550416429286,0.187598215406801,0.37864641506988,0.315969307301755,0.443939808686224,0.37951851035262,0.23161226963661,0.288086583789367,0.282473319957433,0.267390724461137,0.256224278574786,0.30921446215182,0.310509110105134,0.293200234856903,,,,,,,,9.82200000000012,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1240,YYTGK,2019-01-18T21:25:15.357884Z
empirical_sigma.01,0.821600762383902,0.853397132380818,0.807118890157762,0.827372261640827,0.0870818734747637,0.292558931114608,0.547468552388782,0.309036452326051,0.278100875006166,0.223787072305595,0.302162638518464,0.268016861943409,0.388028960849056,0.262946254307222,0.395550075776902,0.354441146876827,0.1,0.1,0.1,0.1,0.1,0.1,,4.79699999999866,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
empirical_AIC_each_k,0.627515384740978,0.63369929007735,0.668162745054918,0.643125806624415,0.173466121626837,0.436849583357315,0.599242890802864,0.403186198595672,0.580654372821839,0.559152524014648,0.519847799480946,0.553218232105811,0.978622111473207,0.903276338077358,0.666386430508889,0.857273619527294,0.0116387700241862,0.0116387700241862,0.0116387700241862,0.0460675822246434,0.0460675822246434,0.0460675822246434,,3091.482,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
empirical_AIC_full,0.67142646023246,0.636950639243001,0.693135606956988,0.66717090214415,0.148113943452634,0.489356560795331,0.475989633006871,0.371153379084945,0.512202799374412,0.554189388418185,0.480725949498547,0.515706045763715,0.839565784702737,0.888724972043156,0.637086123287622,0.793850222110138,0.0284259493486107,0.011972785242609,0.00927808745194223,0.0532545946272714,0.0445385642739488,0.0424689860254711,,3264.42,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
empirical_independence,0,0,0,0,0.577380203475041,2.15505160854586,2.47558964568107,1.73600715256732,1.55886806873368,1.52648495858149,1.56657455344181,1.55064252691899,1.5099003246652,1.41564277977089,1.44096636465954,1.45127441817657,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.05199999999968,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
Gaussian,0.944951208271365,0.932797424183848,0.948036734368455,0.94192845560789,0.0320891589389753,0.093930546017072,0.119899377581409,0.0819730275124855,0.0858138036481388,0.102583721161288,0.0814043296521155,0.0899339514871807,0.0700600361496746,0.0716480549495485,0.0736969468251085,0.0721576410410383,,,,,,,,4.41200000000026,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
copula,0.877327378033655,0.885562589669621,0.865405421020747,0.876098462908008,0.110356309734973,0.235826955897954,0.131521387042047,0.159234884224991,0.191230433291173,0.174686985568342,0.210852442460111,0.192256620439875,0.162949156616742,0.175237879046844,0.169559281961978,0.169404357642235,,,,,,,,9.81399999999849,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1238,TAjU0,2019-01-18T21:03:57.997469Z
empirical_sigma.01,0.716176860603211,0.707702048070917,0.694853205537006,0.706244038070378,0.132781169449652,0.171454259000991,0.177700108602161,0.160645179017601,0.182510952295005,0.196226344787247,0.213158569148801,0.197298622077018,0.281313954835201,0.27548729949359,0.418597460735212,0.330917162740919,0.1,0.1,0.1,0.1,0.1,0.1,,5.05000000000291,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
empirical_AIC_each_k,0.653310199318632,0.593272727054663,0.647047997713848,0.631210308029048,0.159064707104983,0.267009447683078,0.229889251760965,0.218654468849675,0.222937022709988,0.273045382523625,0.246552626967361,0.247511677400325,0.307264971890222,0.406709730201834,0.411705596889395,0.377586778866589,0.0534249956880499,0.0534249956880499,0.0534249956880499,0.0616247578379553,0.0616247578379553,0.0616247578379553,,3011.892,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
empirical_AIC_full,0.611963728731606,0.570074061743393,0.666621699511875,0.616219829995625,0.183407656174438,0.285830619614178,0.202198551893172,0.223812275893929,0.249524649557163,0.288619180656421,0.232879528170583,0.257007786128055,0.33705729192562,0.490952554757027,0.340457371142954,0.395410615309367,0.0342537777052261,0.0472289740159962,0.11735095154908,0.0643849072829174,0.0596247093556378,0.0622963102456396,,3046.32,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
empirical_independence,0,0,0,0,0.682434367320892,0.609033802404781,0.507808255950267,0.599758808558646,0.643044653381317,0.671323023278848,0.698544349856021,0.670970675505395,0.629665395345543,0.700793450869206,0.749147220957463,0.692980501983711,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.32999999999811,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
Gaussian,0.550038367177552,0.492894501403802,0.54626956469726,0.529734144426205,0.223409855431357,0.456970037163196,0.198782772274255,0.293054221622936,0.289345422213203,0.340431596438927,0.316950831938442,0.315575950196857,0.348096638187778,0.35526033493816,0.370348491157619,0.357434898181155,,,,,,,,4.65500000000247,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
copula,0.385417012888842,0.310975554124939,0.345448143063031,0.347280236692271,0.30937915561538,0.553217409381795,0.318965492970191,0.393854019322455,0.395204303920949,0.462557974117879,0.457233501351086,0.438331926463305,0.426180105452455,0.379792690153496,0.459600856055445,0.422818236303186,,,,,,,,10.4359999999979,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1239,aacWz,2019-01-18T21:50:25.757062Z
empirical_sigma.01,0.536545110273715,0.461342647182514,0.481403686074213,0.493097147843481,0.219352174107367,0.256876482170341,0.227176187160748,0.234468281146152,0.181023141971505,0.195686649118976,0.202273693429666,0.192994494840049,0.234613491518899,0.296663693775622,0.303038186002214,0.279016904401278,0.1,0.1,0.1,0.1,0.1,0.1,,5.02399999999761,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
empirical_AIC_each_k,0.547852715420424,0.471803436967521,0.508534737548937,0.509396963312294,0.251203151195219,0.261050819731179,0.229580834717981,0.247278268548127,0.176606448443815,0.191886391145222,0.191691477858407,0.186728105815815,0.227586628847117,0.287694853330834,0.306124094663468,0.275017114017876,0.180325240356768,0.180325240356768,0.180325240356768,0.0857336046660714,0.0857336046660714,0.0857336046660714,,2234.156,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
empirical_AIC_full,0.489036159171266,0.548700239060813,0.451421917992997,0.496386105408359,0.339010493933992,0.193583578995429,0.236226892874526,0.256273655267982,0.199579898607335,0.163950863205441,0.213967804634257,0.192499522149011,0.250927069852243,0.228658976589507,0.328762959135079,0.272745919237422,0.152723299303717,0.280443374228748,0.0864379211814327,0.0780717986708749,0.121531243308372,0.0752133918145379,,2186.646,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
empirical_independence,0,0,0,0,1.24117994665362,0.47082276302147,0.455604743631849,0.722535817768979,0.390594955376168,0.363285951812266,0.390040746526809,0.381307217905081,0.437662762192009,0.403652582356176,0.4240630392336,0.420804186660748,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.56299999999828,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
Gaussian,0.264243437000662,0.218296253698163,0.268678041986149,0.250405910894991,0.865105317300769,0.389018636200874,0.426754935475936,0.560292962992526,0.287382801892449,0.283981989510477,0.28524536245517,0.285536717952699,0.27537124264357,0.293657441832107,0.282205911961066,0.282897726267708,,,,,,,,4.07200000000012,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
copula,0.171183166816248,0.13980451761584,0.1655048977751,0.158830860735729,0.946388218710302,0.594583673314953,0.513215765410813,0.684729219145356,0.323731673972424,0.312496934562541,0.325487092644766,0.320571900393244,0.332290602441598,0.324527195118093,0.328885145932745,0.327532953522944,,,,,,,,9.86599999999817,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,9Fifw,2019-01-18T22:49:12.589201Z
empirical_sigma.01,0.820173347172866,0.791138412095468,0.783003992135132,0.798105250467822,0.110225581319202,0.117857282597856,0.118469888950548,0.115517584289202,0.211288724631167,0.256550832564997,0.274147417168535,0.2473289914549,0.472025735095591,0.379622151602096,0.309516065599813,0.392316430844855,0.1,0.1,0.1,0.1,0.1,0.1,,4.79999999999927,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
empirical_AIC_each_k,0.572198741206093,0.69213339624759,0.580107520866603,0.614813219440095,0.23769368194685,0.185492099939314,0.20132634287894,0.208170708255035,0.50264841693441,0.378161605990189,0.530481826719131,0.47043061654791,0.942954233524933,0.413307702825296,0.902702077463876,0.790678578925883,0.0106216902795468,0.0106216902795468,0.0106216902795468,0.0527206916573127,0.0527206916573127,0.0527206916573127,,3032.185,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
empirical_AIC_full,0.598635987262435,0.718738804595668,0.544842726576083,0.620739172811395,0.243653268257095,0.169324557215166,0.24867008809051,0.220549304520924,0.471585769022176,0.345481400257237,0.575034500138571,0.464033889805995,0.86553221033557,0.418861205539084,0.872405796008542,0.752978172344164,0.0260558186984029,0.015372514096124,0.00633018856315309,0.0557084797970989,0.0515497673115149,0.0504387725528027,,3225.251,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
empirical_independence,0,0,0,0,0.576950810259485,0.670772160637138,0.557312752889227,0.601678574595284,1.17495777911341,1.22832941728981,1.2633753950868,1.22222086383001,1.13201506607493,1.43366202216481,1.26996894882747,1.28069459927933,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.95300000000134,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
Gaussian,0.817889542190359,0.828885315119118,0.833605458550831,0.826793438620103,0.0738872174868517,0.0995029935363751,0.0860065478957854,0.0864655863063374,0.213972099061342,0.210185201169463,0.210218769543631,0.211458689924812,0.213556493574722,0.181223302401813,0.153685588916633,0.183842599090303,,,,,,,,4.58599999999933,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
copula,0.689439038523983,0.719874600768804,0.684709172304603,0.698007603865797,0.132144500738134,0.166528531646818,0.120655511395963,0.139776181260305,0.364896017575186,0.344086268405729,0.398330674006917,0.369104319995944,0.455254211818939,0.323638588992943,0.388611933322727,0.39218331713925,,,,,,,,10.1460000000006,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1239,akXlW,2019-01-18T22:32:57.270477Z
empirical_sigma.01,0.771159566037896,0.802629142711853,0.752871704739794,0.775553471163181,0.0404317081984355,0.0688240240966679,0.163261284987826,0.0908390057609765,0.314843958519739,0.282342314846373,0.362753093204666,0.319979788856926,1.0199005935541,0.660989345967844,0.542672573591525,0.766600931255631,0.1,0.1,0.1,0.1,0.1,0.1,,5.35299999999916,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
empirical_AIC_each_k,0.627429222294184,0.622274464780094,0.580079513762831,0.60992773361237,0.0836971392118766,0.135214129722013,0.142828853460903,0.120580040798264,0.512591487661232,0.540342700315048,0.616390183577126,0.556441457184469,1.18745852421687,1.2871008168622,1.00271101034225,1.1619914737083,0.0102075664481548,0.0102075664481548,0.0102075664481548,0.0445465686153416,0.0445465686153416,0.0445465686153416,,3032.566,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
empirical_AIC_full,0.619719697071668,0.580956609640039,0.5690830325181,0.589919779743269,0.0864998541257861,0.16358808457578,0.124741946876922,0.124943295192829,0.523198430662252,0.599448583650697,0.632531627767857,0.585059547360268,1.22767188381222,1.299216349581,1.0109277840423,1.1825419928333,0.0128298680196956,0.00667540105013337,0.00906835465433198,0.045856043353932,0.0467344092678778,0.0410679603765378,,3225.252,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
empirical_independence,0,0,0,0,0.349142709608487,0.638170290115443,2.34763175593986,1.11164825188793,1.37582311424858,1.43051673750484,1.46787357078119,1.42473780751154,1.25331543994836,1.58348092311452,1.38693756973723,1.41019649394259,Inf,Inf,Inf,Inf,Inf,Inf,Inf,5.41699999999764,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
Gaussian,0.856545015726381,0.886332101523779,0.859958183906877,0.867611767052346,0.0332992704922943,0.0558912708715908,0.0582650257590714,0.0491518557076522,0.197368683217812,0.162603831287234,0.205563680647296,0.18851206505078,0.176300596694703,0.151908047199374,0.120576033165844,0.151965939107156,,,,,,,,4.39800000000105,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
copula,0.784507481860115,0.834211800981638,0.78755252235601,0.802090601732588,0.0439841562593059,0.0620078430643083,0.114499650527779,0.0734972166171309,0.296479587404485,0.23716279357655,0.31184603761274,0.281829472864592,0.600870603765939,0.383591794513514,0.338443339153402,0.455224393544217,,,,,,,,9.58299999999872,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1239,q90KW,2019-01-18T22:50:27.515855Z
