rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
Gaussian,0.114915822961072,0.114196718784329,0.247326631334468,0.15881305769329,0.11065494031321,0.111242059603661,0.132507042647525,0.118134680854799,0.200043743278402,0.14055126393201,0.163376049381642,0.169505745360706,,,,,,,4.8550000000032,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
copula,0.24923939677629,0.24657174210749,0.446772533783513,0.314194557555765,0.216937390506579,0.22595593773847,0.246235262308668,0.229709530184572,0.243051843802293,0.251551678962288,0.2491236952757,0.247408797241262,,,,,,,11.0859999999993,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,eT4oj,2019-01-03T17:02:03.184831Z
empirical_sigma.01,0.126020326853653,0.0715760779220681,0.0985439369410469,0.0987134472389226,0.126089946023926,0.153272640465761,0.161353699564166,0.146905428684618,0.274676573362207,0.240501972056103,0.23034987033957,0.248855954026775,0.1,0.1,0.1,0.1,0.1,0.1,2.82300000000032,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
empirical_AIC_each_k,0.194938234511695,0.118044207940191,0.153888535685966,0.155623659379284,0.164007133113526,0.267255451503065,0.247915103433968,0.22639256268352,0.198528912572612,0.488896669205126,0.375480172577574,0.375348127875896,0.0272243656713884,0.0272243656713884,0.0272243656713884,0.0675196244955778,0.0675196244955778,0.0675196244955778,8434.541,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
empirical_AIC_full,0.194178332144212,0.11014817946194,0.157465078153552,0.153930529919901,0.167228854769041,0.250847572613289,0.247912039005894,0.221996155462741,0.193493502767205,0.466350356980569,0.370559313330096,0.362459880987768,0.0269732500303776,0.0324152185336822,0.022978434727719,0.0704020078158894,0.0856917421511631,0.0556368599879131,7633.468,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
empirical_independence,0.866988199334923,0.359023616081296,0.449287259750883,0.558433025055701,0.728413503079487,0.773874788905445,0.714561179849358,0.738949823944764,0.774205969250103,0.862821888690229,0.701471728419158,0.780079205006643,Inf,Inf,Inf,Inf,Inf,Inf,2.95099999999729,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
Gaussian,0.145513501063596,0.114389853866029,0.0936931041182638,0.117865486349296,0.131055606157399,0.154710082487987,0.146586621462183,0.144117436702523,0.13322863677007,0.113915973716845,0.153160102031618,0.134303356340005,,,,,,,4.60300000000279,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
copula,0.229542592374612,0.163291601550298,0.139090469590106,0.177308221171672,0.221394122329575,0.226564146098016,0.229464127148332,0.225807465191974,0.229186255515377,0.176394196257476,0.220522404356218,0.2093005476292,,,,,,,10.8549999999996,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1239,0xlzG,2019-01-03T17:38:41.816735Z
empirical_sigma.01,0.0767457761392751,0.0824739664010622,0.121009962212117,0.0934099015841513,0.137134369939563,0.158203446899424,0.175748205171305,0.15702867400343,0.234041856898444,0.164523716173136,0.237823450539322,0.21465316621998,0.1,0.1,0.1,0.1,0.1,0.1,2.78800000000047,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
empirical_AIC_each_k,0.145009924929086,0.0920969771886613,0.177400778580689,0.138169226899479,0.213955212947124,0.249851834038551,0.283007469715552,0.248938172233742,0.285776170280095,0.338193209089482,0.393789075068822,0.342129244706178,0.0245499836084461,0.0245499836084461,0.0245499836084461,0.0518558968513439,0.0518558968513439,0.0518558968513439,6769.495,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
empirical_AIC_full,0.135971050475876,0.0822561465336703,0.161358602554935,0.126528599854827,0.208716547086896,0.220118679710965,0.247724772938539,0.225519999912133,0.294258334110505,0.302503057560676,0.33727677424047,0.311291276993996,0.0256568875807591,0.032919799418317,0.0830917269142343,0.0557853442105538,0.0507945027175193,0.0504786354094106,8179.518,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
empirical_independence,0.714200524355017,0.642464219705223,0.501942008992155,0.619535584350798,1.0615266246502,0.955950367727356,0.735389651220676,0.917622214532743,1.22025116738691,0.91519659370716,0.675115812723307,0.969422391237039,Inf,Inf,Inf,Inf,Inf,Inf,2.75099999999657,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
Gaussian,0.0326271364065697,0.0329840611053882,0.0755570202926638,0.0470560726015406,0.0900378022947134,0.0818642969305649,0.112180375024893,0.0946941580833906,0.104163677497703,0.0884151153479449,0.111536728458777,0.102295923664619,,,,,,,4.71499999999651,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
copula,0.0936221221837179,0.074942372588482,0.119929435048525,0.0961646432735749,0.160087793100163,0.162291573829005,0.188867297897819,0.170415554942329,0.196387226210159,0.144314178394985,0.160764232836463,0.168507510211532,,,,,,,10.6520000000019,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,b9QbN,2019-01-03T20:19:00.773685Z
empirical_sigma.01,0.0552334315042965,0.0956261051863806,0.0901973428217828,0.08035229317082,0.176478589663921,0.166088302566354,0.206245449682777,0.18293744730435,0.272342479845755,0.159546209378796,0.287296106170515,0.246182696286353,0.1,0.1,0.1,0.1,0.1,0.1,2.83599999999933,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
empirical_AIC_each_k,0.118722819502594,0.163789072265121,0.163183567844964,0.148565153204227,0.314718156774662,0.328604377681298,0.384252609615191,0.342525048023717,0.48295012144427,0.403715052491446,0.585301424661963,0.495506421319672,0.0133753806966179,0.0133753806966179,0.0133753806966179,0.0545935934945028,0.0545935934945028,0.0545935934945028,7447.787,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
empirical_AIC_full,0.0991976736834298,0.145134873249204,0.137771381076598,0.127367976003077,0.272745502567251,0.289368578251788,0.283629420858028,0.281914500559022,0.372554439694615,0.350782715435856,0.370364154030769,0.363542288220224,0.0125830696464918,0.0189275989861571,0.0558901170162875,0.0566686069226183,0.0584077737454226,0.0508750421943824,7577.548,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
empirical_independence,0.538364007476457,0.617718596684395,0.933741437613176,0.696608013924676,1.05348670308616,1.0170499503719,1.19026577566133,1.08693414303979,1.05312744508547,0.960176256311584,1.02188129720627,1.01183376525376,Inf,Inf,Inf,Inf,Inf,Inf,2.77899999999499,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
Gaussian,0.0289700608075153,0.0381346393343278,0.0356265928839642,0.0342437643419358,0.0668229171771251,0.0730505417437444,0.071150058029655,0.0703411723168415,0.0831412498026208,0.0605667117618016,0.0671127696941488,0.0707211817004918,,,,,,,4.70799999999872,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
copula,0.0669311583659607,0.0691393976252569,0.0868531195760898,0.0743078918557692,0.151813820079614,0.147767155161493,0.1640901495569,0.154557041599336,0.178409493146016,0.152318220993631,0.169061071000638,0.1665314226623,,,,,,,10.6200000000026,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1238,M4ETl,2019-01-03T21:18:34.952561Z
empirical_sigma.01,0.133570827172111,0.0912045628872838,0.0752718871527674,0.100015759070721,0.168928590061857,0.136956818039495,0.149350579791644,0.151745329297665,0.192389758503742,0.146564162077415,0.25198033331486,0.201407066205521,0.1,0.1,0.1,0.1,0.1,0.1,2.78600000000006,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
empirical_AIC_each_k,0.21989294117035,0.208158704034161,0.197974058141203,0.208675234448571,0.25017625190046,0.280624083000153,0.255551957506116,0.262117430802243,0.329378663655505,0.299900652308513,0.280354470982061,0.303153567024848,0.0127994193228817,0.0127994193228817,0.0127994193228817,0.0543365441471447,0.0543365441471447,0.0543365441471447,8326.679,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
empirical_AIC_full,0.119114776456004,0.207117112553233,0.172616494329903,0.16628279444638,0.255362402536791,0.290661966416989,0.244470431495671,0.263498266816484,0.323582360705795,0.312107056855929,0.246788021636003,0.295765317137179,0.0122320124765243,0.0121365482621054,0.0218213582325364,0.0633024452507533,0.0447359218744081,0.0576165302445662,7759.577,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
empirical_independence,3.22795557999996,0.493449243157706,0.940955158592739,1.5541199939168,1.00422898718602,0.849169786893846,0.965982993724228,0.939793922601366,0.962211938672646,0.673937150280759,0.813049665081739,0.824729084078953,Inf,Inf,Inf,Inf,Inf,Inf,2.74500000000262,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
Gaussian,0.363534952158584,0.092797468265386,0.0779204664989452,0.178084295640972,0.159397128340604,0.116880317496647,0.0801764827291537,0.118817976188802,0.106774334526541,0.0716956658790795,0.0609249674614739,0.0880747953274071,,,,,,,4.66199999999662,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
copula,0.241356344266531,0.141137406236572,0.120103066184838,0.167532272229314,0.164945304279111,0.155241859649918,0.130463448662901,0.150216870863977,0.129916047022947,0.112213924732944,0.101630309136061,0.115711049162413,,,,,,,10.512999999999,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,z7xsc,2019-01-03T21:01:11.230733Z
empirical_sigma.01,0.0622040178655283,0.0592881482973892,0.0627780252234115,0.0614233971287763,0.175486566680866,0.172569941775882,0.19054316981538,0.179533226090709,0.33791645507164,0.359435061128242,0.506524888326314,0.406936163199492,0.1,0.1,0.1,0.1,0.1,0.1,2.7960000000021,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
empirical_AIC_each_k,0.139664570807812,0.139505464368902,0.135473543335967,0.138214526170894,0.307006808871174,0.349864258220288,0.34706672993718,0.334645932342881,0.591500722170556,0.755267232105632,0.926174049034111,0.767541542778492,0.0188809066726105,0.0188809066726105,0.0188809066726105,0.0547148520334625,0.0547148520334625,0.0547148520334625,9085.999,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
empirical_AIC_full,0.15464182639295,0.139734948852531,0.114084647311408,0.136153807518963,0.319674268846078,0.354669269574667,0.312610757019946,0.328984765146897,0.644782483552924,0.754690467934994,0.926887320440076,0.781686822590675,0.0133801242129495,0.0198273566314712,0.0354382246769606,0.0648840092547382,0.0478225622939169,0.0609752085542995,7801.195,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
empirical_independence,0.699928961329107,0.466736887747678,0.825540704347553,0.664068851141446,1.07482461050214,0.951490090981826,0.980996733714386,1.00243714506612,0.97403919928035,0.957972540692344,0.85945389531956,0.930236913733385,Inf,Inf,Inf,Inf,Inf,Inf,2.75299999999697,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
Gaussian,0.0411001525189379,0.0790962196275457,0.037619138182764,0.0526051701097492,0.110986769526944,0.0892700503301821,0.0758609102714781,0.0920392433762013,0.130808003333027,0.0875229697933382,0.102379196148026,0.10900645002997,,,,,,,4.70300000000134,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
copula,0.0918654447534066,0.0752385027175857,0.0808717352536912,0.0826585609082278,0.191553735515242,0.172242647367769,0.159997927228014,0.174598103370341,0.209774690547527,0.207292826413218,0.195318671191801,0.203957562943465,,,,,,,10.7180000000008,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1235,ItNKH,2019-01-03T21:07:29.556909Z
empirical_sigma.01,0.062673913380508,0.285450151294979,0.0908759090556997,0.146333324577062,0.200218960675828,0.172103726988192,0.228572862833141,0.200298516832387,0.429465039433516,0.298172014212959,0.393214380284692,0.377138968635294,0.1,0.1,0.1,0.1,0.1,0.1,2.90599999999904,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
empirical_AIC_each_k,0.13268550973979,0.461687062270015,0.157549807038123,0.250640793015976,0.366490880303241,0.312585240389321,0.347614602415211,0.342230241035924,0.700277557906389,0.436351398113864,0.513942068120999,0.559794148039176,0.0112671354233472,0.0112671354233472,0.0112671354233472,0.0494652261906842,0.0494652261906842,0.0494652261906842,8186.751,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
empirical_AIC_full,0.103153370766189,0.519954273471959,0.154521473302021,0.259209705846723,0.315243921472615,0.295573983806107,0.330488809578669,0.313768904952464,0.640237551765489,0.416492512331616,0.49094914788662,0.522654011596779,0.0286850061144811,0.0122846112104713,0.00958967288705439,0.0508787147355079,0.0503700335971235,0.0477922148259631,8301.423,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
empirical_independence,0.407976963080731,1.03269551806677,0.481768928356255,0.640813803167919,0.931316127811689,0.988305144420643,0.911017958020603,0.943546410084312,0.974866488147673,1.10485512891902,0.906172641070651,0.995895795398474,Inf,Inf,Inf,Inf,Inf,Inf,2.84500000000116,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
Gaussian,0.0383241306011194,0.155182106079269,0.0596709286240375,0.0843923884348087,0.12749505601053,0.133159141673127,0.133301033636106,0.131318410439921,0.134725987186094,0.0888457575193642,0.0933885706535989,0.107324347670508,,,,,,,4.93099999999686,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
copula,0.0630877397771162,0.238151134715526,0.0811515728542734,0.127463482448972,0.194276308399264,0.187079915691542,0.20592317081892,0.195759798303242,0.318534261549998,0.205331317591203,0.214359529860848,0.25065807615541,,,,,,,10.7900000000009,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1239,g4Sui,2019-01-03T22:07:04.423817Z
empirical_sigma.01,0.0516981012278865,0.0340558217152845,0.19782460911329,0.0945261773521537,0.164538354134154,0.159689406461485,0.193906704968676,0.172711488521438,0.160657870528671,0.180688132544752,0.198963774125608,0.18081096635446,0.1,0.1,0.1,0.1,0.1,0.1,2.87899999999354,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
empirical_AIC_each_k,0.104511107459773,0.0570692081616339,0.438981720735971,0.200187345452459,0.245457313989481,0.229211655994366,0.28239139369729,0.252353454560379,0.333095377371177,0.296356547987556,0.353901491592703,0.328303186562802,0.0123155841828247,0.0123155841828247,0.0123155841828247,0.0459265968258117,0.0459265968258117,0.0459265968258117,7706.23600000001,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
empirical_AIC_full,0.103794988221416,0.0502993822970292,0.435243825510707,0.196446065343051,0.254973163467254,0.220680751274873,0.283870191164283,0.253174701968803,0.359950720014523,0.259582829118296,0.355231160798613,0.328117606031999,0.0102965396640518,0.0170878036553937,0.0115013910488671,0.0471262284113795,0.0450105973020496,0.0460209618393926,8284.641,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
empirical_independence,0.536930277846683,0.227058320415511,0.613723613685044,0.459237403982413,1.14603731745305,1.0440326024489,0.782160302987837,0.99074340762993,1.25736181690586,0.958950392256262,0.719018475445758,1.01127749402972,Inf,Inf,Inf,Inf,Inf,Inf,2.79300000000512,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
Gaussian,0.0256256829146545,0.0141231295039026,0.0828075537915613,0.0408521220700395,0.0639927585482603,0.0646014968619384,0.0939863349014082,0.074193530103869,0.0539830148249253,0.0552757731966424,0.076417479100946,0.0640832808560505,,,,,,,4.79699999999866,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
copula,0.0539107504054739,0.0208289917402099,0.173271814416925,0.0826705188542029,0.157695222023215,0.127590293962004,0.165801095587183,0.150362203857467,0.183927089225865,0.132732322365967,0.120748036585186,0.148771505553792,,,,,,,10.6229999999996,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,6t3ao,2019-01-04T00:28:44.334563Z
empirical_sigma.01,0.0790877551839094,0.106838270300552,0.0467888741115562,0.0775716331986726,0.212419660498209,0.215464712032468,0.204479848681773,0.210788073737483,0.316729582675034,0.269019353163851,0.315215456068669,0.300163641623548,0.1,0.1,0.1,0.1,0.1,0.1,2.86500000000524,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
empirical_AIC_each_k,0.174598998346764,0.179795244457167,0.0548131935123949,0.136402478772109,0.357165360182685,0.355262191781823,0.359515483668029,0.357314345210845,0.639338097063396,0.608079557112272,0.726009145407559,0.657489976168148,0.0107940073801878,0.0107940073801878,0.0107940073801878,0.0481883999987725,0.0481883999987725,0.0481883999987725,7226.499,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
empirical_AIC_full,0.109034314525327,0.180955364487231,0.0561213842770177,0.115370354429859,0.309852835663776,0.355271149194837,0.365367581068682,0.343497188642432,0.542608712975442,0.617804472011466,0.671448355214705,0.611328085123732,0.020208492483521,0.0113075514145806,0.00899806203967602,0.0497008915026088,0.0465791331578349,0.0491966852382005,8248.956,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
empirical_independence,0.687239332694309,0.736181702394181,0.276157395928986,0.566526143672492,1.1714575376712,1.02325490903622,1.0607619289265,1.08515812521131,1.03291075518366,1.01843784973393,0.890991295836658,0.981583030467172,Inf,Inf,Inf,Inf,Inf,Inf,2.82600000000093,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
Gaussian,0.0258286717318207,0.0374524199913523,0.0157360342802873,0.0263390420011534,0.0888314823854165,0.0770232322391425,0.0539098035174795,0.0732548393806795,0.0895550339020515,0.0615660051935784,0.04787709414305,0.0698606575578329,,,,,,,4.85700000000361,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
copula,0.0814813886428652,0.0563561462486413,0.0456174832258351,0.0611516727057805,0.133957077471579,0.127660545715468,0.165904714542239,0.142507445909762,0.16071312699087,0.159221528691164,0.165151161551845,0.162043318527735,,,,,,,10.8209999999963,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1235,0DImv,2019-01-04T01:49:31.252608Z
empirical_sigma.01,0.0732449865525995,0.0746537861298566,0.0706964606018417,0.0728650777614326,0.218122729706035,0.189336723583262,0.209263666912762,0.205574373400687,0.309097588710099,0.181182930050063,0.281115825005408,0.262325251377057,0.1,0.1,0.1,0.1,0.1,0.1,3.00699999999779,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,a2djN,2019-01-04T01:29:51.303961Z
empirical_AIC_each_k,0.10050306924501,0.0912936278158041,0.139592592083727,0.110463096381514,0.362517325692915,0.346875445487825,0.346865439822897,0.352086070334545,0.653093667297797,0.461979667710254,0.555395900199761,0.560428694818291,0.0164672468255223,0.0164672468255223,0.0164672468255223,0.0442601480025077,0.0442601480025077,0.0442601480025077,8555.25,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,a2djN,2019-01-04T01:29:51.303961Z
empirical_AIC_full,0.0975628131454056,0.0881573502082518,0.143377182365176,0.109699115239611,0.37168572175878,0.355179292743836,0.340694864066164,0.35585329285626,0.664945826538899,0.495507782326009,0.562829220649681,0.576836595103361,0.0147935925698738,0.0127956606962063,0.0247762293083601,0.0455196931724277,0.0403315360532326,0.0478118779147283,8921.962,Linear,Linear,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,a2djN,2019-01-04T01:29:51.303961Z
