rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_full,0.0955153653115178,0.402425455184206,1.49809731952614,0.665346046673956,0.132709128394521,0.174217223209199,0.160831242574017,0.155919198059246,0.228355156708356,0.26341888719407,0.216109484450244,0.2366531981803,0.0453841146926098,0.199588918652391,0.0421415314667587,0.618258655738421,0.0748892919947329,0.159260445702985,1398.257,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1240,FNycb,2019-01-07T15:38:46.481881Z
empirical_independence,0.269859383062472,4.80718275354376,7.36464967853744,4.14723060504789,0.374357536196148,0.88560378000928,0.753184480060824,0.671048598755417,0.369899585032927,0.825966074716852,0.659683664762174,0.67997927633593,Inf,Inf,Inf,Inf,Inf,Inf,2.91599999999926,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1240,FNycb,2019-01-07T15:38:46.481881Z
Gaussian,0.0876457874457194,0.767043884373443,1.12731415230405,0.660667941374403,0.100408158276173,0.10255951305502,0.109709500658234,0.104225723996476,0.105148625132708,0.0925164986094376,0.109543384891507,0.102390422770455,,,,,,,2.66800000000058,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1240,FNycb,2019-01-07T15:38:46.481881Z
copula,0.0964594793431166,0.497211704897127,0.705014066736801,0.432895083659015,0.112797100386387,0.169814213487018,0.157501752706425,0.14670435552661,0.103431788538239,0.231771367374108,0.168148383563433,0.176895782080592,,,,,,,5.6309999999994,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1240,FNycb,2019-01-07T15:38:46.481881Z
treeSHAP,0.344587749191349,5.72050150395556,7.11642004514718,4.3938364327647,0.446988869556526,1.00433596833307,0.760743841605811,0.737356226498469,0.410237826048441,0.935260868124099,0.630008637574913,0.727311911891101,,,,,,,0.00600000000031287,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1240,FNycb,2019-01-07T15:38:46.481881Z
empirical_sigma.01,0.0701229280844536,0.155668894493214,0.154677062402992,0.12682296166022,0.111774904781309,0.161560282328605,0.11854214507611,0.130625777395341,0.09917465527366,0.233078833470849,0.16044185149686,0.173939429651506,0.1,0.1,0.1,0.1,0.1,0.1,3.12299999999959,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
empirical_AIC_each_k,0.0736017959289283,0.1667237631207,0.169383227239479,0.136569595429703,0.122877542332307,0.180137169019387,0.166914266166139,0.156642992505944,0.132945546677822,0.303437852267398,0.364529698723564,0.284494635754466,0.099026026352737,0.099026026352737,0.099026026352737,0.0990248543215727,0.0990248543215727,0.0990248543215727,1014.105,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
empirical_AIC_full,0.088419347901978,0.150695768599684,0.216487141412544,0.151867419304735,0.115865158690187,0.17974462232239,0.161755216892922,0.152454999301833,0.101095468080078,0.308449252177596,0.262167991049968,0.241596135729711,0.0329949961791241,0.151144157536144,0.0800048020499646,0.665472357896017,0.0474033313430449,0.113833808076558,1227.105,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
empirical_independence,0.568465443662632,2.29363320090862,1.64964048854844,1.50391304437323,1.14164087371424,2.31536449641744,1.46399361608227,1.64033299540465,1.23946758058766,2.35265759626472,1.12261452234115,1.73337131062736,Inf,Inf,Inf,Inf,Inf,Inf,2.85999999999694,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
Gaussian,0.0840668927981191,0.0967437822589215,0.125360652121945,0.102057109059662,0.117916258815756,0.0839180194681058,0.125528901572082,0.109121059951981,0.0752913088017492,0.067517525820338,0.133508426983371,0.0980634301130817,,,,,,,2.58700000000317,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
copula,0.0532701096112171,0.133029838537754,0.214977675574318,0.133759207907763,0.0760898979251865,0.145969716568558,0.1312237389769,0.117761117823548,0.0627680103546033,0.211070457167226,0.176413724230512,0.165128608293155,,,,,,,5.77000000000044,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
treeSHAP,0.585075017951997,2.40149444242477,1.58019709954221,1.52225551997299,1.23152526594656,2.48350296149095,1.47329567653132,1.72944130132295,1.27323109444119,2.30559505136776,1.0557570628866,1.72073074952245,,,,,,,0.00600000000122236,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1236,8LRv5,2019-01-07T16:19:03.544216Z
empirical_sigma.01,0.119795290128745,0.418220195477382,0.524677338022387,0.354230941209505,0.122640091164624,0.146581208929378,0.126784875403922,0.132002058499308,0.117903381618353,0.218980977124895,0.188234748470221,0.179781315846889,0.1,0.1,0.1,0.1,0.1,0.1,2.80299999999988,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
empirical_AIC_each_k,0.113944115077686,0.438403979042914,0.376337684422566,0.309561926181055,0.13347543322823,0.180175500740909,0.174272078521925,0.162641004163688,0.135359564110921,0.361490505007124,0.344050451816003,0.298260283452318,0.05355190717171,0.05355190717171,0.05355190717171,0.101789691200703,0.101789691200703,0.101789691200703,1194.981,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
empirical_AIC_full,0.15119113439739,0.268515232758363,0.757820770710802,0.392509045955519,0.143715797559886,0.187409326472159,0.207755896302415,0.179627006778154,0.142575469299607,0.34925673237903,0.337537821027808,0.292503223521479,0.0219434081736682,0.156720938314688,0.0229055663348395,0.318265717696236,0.0441713580624704,0.11737244411595,1600.445,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
empirical_independence,0.57862219863783,7.02982436995598,6.61943712935904,4.74262789931762,1.04408611269979,2.43504763636011,1.522797349703,1.6673103662543,1.00296766355943,2.19736205301173,1.26760270664479,1.67266656100355,Inf,Inf,Inf,Inf,Inf,Inf,2.878999999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
Gaussian,0.0881954340564955,0.261495167018462,1.21324942004852,0.520980007041158,0.11326242284336,0.0838968382504459,0.150667164801222,0.115942141965009,0.0703871254207107,0.0775132190505907,0.127870355061665,0.0989582005425549,,,,,,,2.69399999999951,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
copula,0.067248049300687,0.172578420749694,0.998181160339972,0.412669210130118,0.0997472309583031,0.170909775729363,0.144661341791402,0.138439449493023,0.0951200109005532,0.22379876046518,0.154238171839421,0.16829263210624,,,,,,,5.51300000000083,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
treeSHAP,0.650623881702931,7.46334343974969,6.67144408865584,4.92847047003615,1.16460892855306,2.54270820045021,1.49892399891274,1.73541370930533,1.00021566067376,2.16569215473072,1.22113497632558,1.65032439686714,,,,,,,0.00499999999919965,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1240,3L2ga,2019-01-07T16:27:23.471493Z
empirical_sigma.01,0.0680124425363358,0.183178401737553,0.174412800683346,0.141867881652412,0.159361383318111,0.251860357597371,0.178048446695907,0.196423395870463,0.169347236261288,0.216237128978047,0.131668175117838,0.179771542186751,0.1,0.1,0.1,0.1,0.1,0.1,2.8859999999986,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
empirical_AIC_each_k,0.0832184526134072,0.160920467480227,0.141903342243197,0.128680754112277,0.221779842937996,0.284902037443437,0.190738556164789,0.232473478848741,0.370420245827373,0.433566977206225,0.22350607136616,0.354615950863796,0.0440128450913295,0.0440128450913295,0.0440128450913295,0.0602195178336874,0.0602195178336874,0.0602195178336874,1452.686,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
empirical_AIC_full,0.0818654066795868,0.144574497317134,0.167112667634542,0.131184190543754,0.194773309987794,0.232736568308393,0.205283602724801,0.210931160340329,0.247893054013602,0.292095604168104,0.200527418001997,0.24933401586607,0.0209769516495702,0.0812477325443525,0.0281868681975779,0.143550207694009,0.0444381929829715,0.0604961400076935,1694.234,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
empirical_independence,0.737540165885404,2.38339664572965,1.29888240587704,1.47327307249736,2.41676086633195,4.65793412928136,2.43519397066879,3.1699629887607,2.22862597365913,4.35442571901444,2.06609270893938,3.2321455983685,Inf,Inf,Inf,Inf,Inf,Inf,2.93299999999726,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
Gaussian,0.0372561645825515,0.0659656846951214,0.0634354392595761,0.0555524295124164,0.0816865027899462,0.0987355246326792,0.0950696282141877,0.0918305518789377,0.0657565246366113,0.0905555968289771,0.1033915030723,0.08797797527185,,,,,,,2.78299999999945,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
copula,0.0407435252028706,0.0610720690730696,0.0784894369473746,0.0601016770744383,0.0857221832379869,0.100749503928925,0.0839003523910542,0.0901240131859886,0.108151466662046,0.0896427960901055,0.079680133602728,0.0932355783746763,,,,,,,5.50900000000183,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
treeSHAP,0.787652122409033,2.55732140153877,1.41058177927021,1.58518510107267,2.51939886137769,4.85326166909203,2.49064189515966,3.28776747520979,2.26266747099055,4.37038308956272,2.05984390442499,3.26401338195349,,,,,,,0.0129999999990105,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1236,f2wuY,2019-01-07T16:57:03.292945Z
empirical_sigma.01,0.0586086426214869,0.105555186923093,0.119363851869003,0.0945092271378611,0.146994589391696,0.250796258461882,0.203560030688138,0.200450292847239,0.11834832902843,0.275999817434675,0.260837071337691,0.232794511499434,0.1,0.1,0.1,0.1,0.1,0.1,2.88800000000083,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
empirical_AIC_each_k,0.0517319148314285,0.0837409928460966,0.10041828880739,0.0786303988283049,0.138287634608317,0.204440338833651,0.229895592349994,0.190874521930654,0.229949903080543,0.35251914060165,0.487290616507348,0.372519629759554,0.0425879734841538,0.0425879734841538,0.0425879734841538,0.0615374924770309,0.0615374924770309,0.0615374924770309,1516.202,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
empirical_AIC_full,0.0552421314211524,0.0895102341766583,0.102604992432539,0.0824524526767832,0.115443096467077,0.220782029870663,0.208645290977866,0.181623472438536,0.147437652126667,0.385390964080577,0.430069344339034,0.346175895266886,0.018111376003541,0.101781667592848,0.0293416062881799,0.245548075694732,0.0470968200846217,0.0597542256592884,1709.937,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
empirical_independence,0.762405235428324,2.01087129034109,1.22513867109366,1.33280506562102,2.35706249572307,5.00061318293319,2.68469829741342,3.34745799202323,1.93606827034302,4.0721563379439,2.20536925449433,3.11944929978835,Inf,Inf,Inf,Inf,Inf,Inf,3.02000000000044,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
Gaussian,0.0334645776201086,0.0379927826597745,0.0629245358711303,0.0447939653836711,0.0778599690630155,0.102683039677583,0.121261436122864,0.100601481621154,0.0638819227489082,0.100582941031898,0.108672352302699,0.0944899636346494,,,,,,,2.52499999999964,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
copula,0.0352402712361293,0.0556162563223253,0.089040114286651,0.0599655472817019,0.0786366828732698,0.132366953153818,0.109396357313478,0.106799997780189,0.0830613247988627,0.142284483283016,0.0953578501113967,0.111733660055636,,,,,,,5.59300000000076,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
treeSHAP,0.820663205281282,2.10503996588077,1.23641415588501,1.38737244234902,2.4704440201058,5.11589420587462,2.67892777793552,3.42175533463865,1.93963565677122,4.05306289351356,2.18235983713395,3.11590859600212,,,,,,,0.00599999999940337,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1240,zuqnv,2019-01-07T17:14:37.992367Z
empirical_sigma.01,0.0564408276988217,0.906664883167755,0.149360260239571,0.370821990368716,0.0759712959045346,0.103010958198729,0.0795448975943546,0.0861757172325393,0.0929319440343774,0.110977129726858,0.0742000168304628,0.0943643693097778,0.1,0.1,0.1,0.1,0.1,0.1,3.15699999999924,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
empirical_AIC_each_k,0.0387360612616661,0.646475525909739,0.135497558650995,0.273569715274133,0.0534570130639235,0.0742476972155113,0.0631774032066547,0.0636273711620298,0.0589142858946104,0.0801891147916711,0.0617137892251193,0.0679098142473369,0.210411367757261,0.210411367757261,0.210411367757261,0.162915974569867,0.162915974569867,0.162915974569867,1181.315,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
empirical_AIC_full,0.0462090541371781,0.297043005417649,0.169042189147822,0.17076474956755,0.0619230527189237,0.101617208265066,0.0853221307794304,0.0829541305878066,0.0707255633847696,0.0941147582028713,0.0676662626528535,0.0798205682108505,0.223747312076825,0.244432461949473,0.102299744866305,0.207983750492062,0.114580881559011,0.194248890997502,1093.465,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
empirical_independence,0.240249150878395,10.2871666796914,1.52670378599678,4.01803987218885,0.360789767325787,0.612334834377944,0.533718398927794,0.502281000210508,0.432306339611456,0.507056560186871,0.356865800030197,0.447495732647956,Inf,Inf,Inf,Inf,Inf,Inf,2.77700000000186,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
Gaussian,0.0835804806956331,0.55059949231898,0.170073981904613,0.268084651639742,0.106337191006637,0.121228687780768,0.10077829939618,0.109448059394528,0.109042536462237,0.0948066055726928,0.0827304171443625,0.0961974100666404,,,,,,,2.61000000000058,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
copula,0.102129574537701,3.52234774134039,0.291536980295159,1.30533809872442,0.123487338044342,0.172022001319664,0.146451879916143,0.147320406426716,0.106693474973233,0.111918614070186,0.0819327653938905,0.102632519084567,,,,,,,5.73899999999776,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
treeSHAP,0.271807244758111,12.1861616286001,1.58742985550664,4.68179957628828,0.390479686929122,0.741794956557288,0.570312595748769,0.56752907974506,0.39573117030741,0.555270974088784,0.349394632186005,0.463683953412262,,,,,,,0.00900000000183354,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1237,onjxj,2019-01-07T17:50:08.414489Z
empirical_sigma.01,0.124547738684159,0.274442461236445,0.166519588763989,0.188503262894865,0.133532060628839,0.165785253758119,0.107949431457729,0.135755581948229,0.139448417205685,0.154758306077654,0.147533321331043,0.148785902333996,0.1,0.1,0.1,0.1,0.1,0.1,3.00200000000041,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
empirical_AIC_each_k,0.103634775739963,0.395412365495843,0.165557646695962,0.22153492931059,0.107752210640488,0.127394743967783,0.0834842977301981,0.106210417446156,0.0953247184310204,0.112728476769404,0.0994939337049721,0.104007087573545,0.168771171593598,0.168771171593598,0.168771171593598,0.158345685053781,0.158345685053781,0.158345685053781,1325.88,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
empirical_AIC_full,0.148216482426006,0.295697454164617,0.279790388705715,0.241234775098779,0.169727821117126,0.174435975665055,0.126224272737225,0.156796023173136,0.207260188243221,0.167229149365468,0.142399910864734,0.175126460569294,0.0309834618250663,0.247756936927476,0.130796036015952,4.13069248666629,0.0819272297213972,0.193906516127087,1484.149,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
empirical_independence,0.285185781095797,4.2799886229284,1.1875488016667,1.91757440189697,0.342428091716952,0.649220685310505,0.570164490998752,0.520604422675403,0.319014280340448,0.644260514663487,0.542713058322732,0.534436389879794,Inf,Inf,Inf,Inf,Inf,Inf,2.88999999999942,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
Gaussian,0.0916009685309102,1.74917965868779,0.218445365517471,0.68640866424539,0.106009925251184,0.148158475156245,0.0976565891039862,0.117274996503805,0.105119158601831,0.139134400986822,0.0935203111375627,0.115992872510399,,,,,,,2.71299999999974,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
copula,0.0959861792454659,1.29931759818388,0.306448283247073,0.567250686892139,0.102835214950872,0.140347569460499,0.123585086926351,0.122255957112574,0.0872630660843498,0.12479940062755,0.104658860991861,0.107429710130895,,,,,,,5.5630000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
treeSHAP,0.301572129171322,4.94289416219317,1.23723216777159,2.16056615304536,0.370709749608772,0.7373207919679,0.594604674007084,0.567545071861252,0.322000004813049,0.701842757996006,0.549098380140064,0.56577371462039,,,,,,,0.00500000000101863,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1241,2eDFx,2019-01-07T18:09:01.633295Z
empirical_sigma.01,0.0436274702536753,0.153164090352475,1.47827996497534,0.558357175193831,0.0673136127110073,0.0977619119790259,0.095712442351786,0.0869293223472731,0.164565498473585,0.107177851164979,0.154081924161902,0.144308172352521,0.1,0.1,0.1,0.1,0.1,0.1,2.88100000000122,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
empirical_AIC_each_k,0.0386731926210525,0.148869368930073,2.01274336832972,0.733428643293615,0.0524248086667417,0.0888704041631299,0.103311112901235,0.0815354419103689,0.101790311277952,0.0904652510747383,0.121073171636963,0.107023132370232,0.186227462139094,0.186227462139094,0.186227462139094,0.156852243882272,0.156852243882272,0.156852243882272,1166.5,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
empirical_AIC_full,0.0578631070784774,0.209545834068877,1.84095877443919,0.702789238528847,0.0841412138625269,0.136032482017855,0.129465670897864,0.116546455592749,0.182368201339353,0.143068704960112,0.170381106055957,0.167137699999847,0.0933457759371051,0.235346525799473,0.0732272832206596,0.27000116834222,0.083006642460635,0.169568391246795,1416.714,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
empirical_independence,0.285340507828906,2.04688087917783,11.1302015518706,4.48747431295911,0.413384368224099,0.938517242235221,0.761536340387177,0.704479316948832,0.524529192057555,0.72083623788557,0.472067672653663,0.620220407978935,Inf,Inf,Inf,Inf,Inf,Inf,2.75699999999779,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
Gaussian,0.0992243273913626,0.266311547176714,2.11905317082951,0.828196348465861,0.115205842206785,0.0971812945674331,0.117362186967427,0.109916441247215,0.128657092409067,0.0713338404642483,0.0852525671038085,0.098255134460232,,,,,,,2.65500000000247,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
